Region,County,District,District Name,Row,Staff,FTE Count,Total Base Pay,Average Base Pay
18,ANDREWS COUNTY,2901,ANDREWS ISD,22100,LIBRARIAN,2.41,173003.00,71711.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,22600,OTHER CAMP PROF PERSONNEL,2.00,124051.00,62026.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,22800,OTHR NON-INSTR DISTRICT,2.00,163377.00,81689.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,23500,SCHOOL NURSE,5.00,274658.00,54932.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,4.00,248817.00,62204.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,24400,TEACHER FACILITATOR,1.00,62160.00,62166.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,29998,TOTAL SUPPORT STAFF,28.59,1895149.00,66295.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,30200,ASSISTANT PRINCIPAL,4.14,275330.00,66458.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,2.00,222479.00,111240.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,30500,ATHLETIC DIRECTOR,1.00,92820.00,92820.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,30800,BUSINESS MANAGER,1.00,106121.00,106121.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,31600,DIST INSTR PGM DIR OR EXC DIR,3.00,287908.00,95973.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,33100,PRINCIPAL,5.00,421777.00,84355.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,170304.00,170304.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,34100,TAX ASSESSOR AND/OR COLLECTOR,1.00,102030.00,102030.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,39998,TOTAL ADMINISTRATIVE STAFF,18.14,1678769.00,92531.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,39999,TOTAL PROFESSIONAL STAFF,315.72,18679194.00,59164.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,41700,EDUCATIONAL AIDE,60.00,1136267.00,18938.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,49998,TOTAL PARAPROFESSIONAL STAFF,60.00,1136267.00,18938.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,50000,AUXILIARY,128.01,4211415.00,32900.00
18,ANDREWS COUNTY,2901,ANDREWS ISD,99999,TOTAL PERSONNEL,503.73,24026876.00,47698.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10002,PRE-KINDERGARTEN,2.00,83953.00,41977.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10003,KINDERGARTEN,3.94,181411.00,46042.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10005,KINDERGARTEN/ELEMENTARY (K-6),0.53,22673.00,42602.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10006,ELEMENTARY (GRADES 1-6),1.46,67884.00,46566.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.88,44916.00,51087.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10009,ALL GRADE LEVELS,3.01,51991.00,17300.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10012,GRADE 1,4.17,176596.00,42384.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10013,GRADE 2,4.63,198770.00,42888.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10014,GRADE 3,3.71,173649.00,46817.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10015,GRADE 4,3.17,143198.00,45220.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10016,GRADE 5,3.17,151048.00,47700.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10017,GRADE 6,3.17,148807.00,46993.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10018,GRADE 7,2.97,130262.00,43874.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10019,GRADE 8,3.16,139471.00,44124.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,10020,GRADES 9-12,10.03,443473.00,44211.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,19998,TOTAL TEACHING STAFF,49.99,2158102.00,43175.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,21300,COUNSELOR,2.00,105681.00,52841.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,22600,OTHER CAMP PROF PERSONNEL,4.02,171300.00,42658.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,22800,OTHR NON-INSTR DISTRICT,2.00,139954.00,69977.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,23500,SCHOOL NURSE,2.00,98283.00,49142.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,29998,TOTAL SUPPORT STAFF,10.02,515218.00,51441.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,30200,ASSISTANT PRINCIPAL,2.00,134408.00,67204.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,30800,BUSINESS MANAGER,1.00,99300.00,99300.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,33100,PRINCIPAL,1.00,74123.00,74123.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,33400,REGISTRAR,2.00,72220.00,36110.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,129804.00,129804.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,39998,TOTAL ADMINISTRATIVE STAFF,7.00,509855.00,72836.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,39999,TOTAL PROFESSIONAL STAFF,67.00,3183175.00,47509.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,41700,EDUCATIONAL AIDE,7.00,128925.00,18418.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,49998,TOTAL PARAPROFESSIONAL STAFF,7.00,128925.00,18418.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,50000,AUXILIARY,22.58,494259.00,21886.00
7,ANGELINA COUNTY,3801,PINEYWOODS COMMUNITY ACADEMY,99999,TOTAL PERSONNEL,96.58,3806359.00,39410.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10002,PRE-KINDERGARTEN,8.07,267966.00,33189.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10003,KINDERGARTEN,12.58,545056.00,43330.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10006,ELEMENTARY (GRADES 1-6),1.76,73686.00,41865.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),4.79,220429.00,46016.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10009,ALL GRADE LEVELS,8.30,405746.00,48909.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10011,NOT APPLICABLE,0.12,4992.00,43109.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10012,GRADE 1,12.53,556051.00,44372.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10013,GRADE 2,10.75,467695.00,43511.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10014,GRADE 3,9.91,456312.00,46031.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10015,GRADE 4,12.25,579778.00,47331.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10016,GRADE 5,11.39,515498.00,45242.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10017,GRADE 6,14.24,673856.00,47322.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10018,GRADE 7,12.40,581165.00,46858.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10019,GRADE 8,12.48,603259.00,48350.00
7,ANGELINA COUNTY,3902,HUDSON ISD,10020,GRADES 9-12,62.30,3008770.00,48296.00
7,ANGELINA COUNTY,3902,HUDSON ISD,19998,TOTAL TEACHING STAFF,193.87,8960259.00,46218.00
7,ANGELINA COUNTY,3902,HUDSON ISD,21300,COUNSELOR,7.00,404465.00,57781.00
7,ANGELINA COUNTY,3902,HUDSON ISD,21800,EDUCATIONAL DIAGNOSTICIAN,3.00,188751.00,62917.00
7,ANGELINA COUNTY,3902,HUDSON ISD,22100,LIBRARIAN,4.00,209535.00,52384.00
7,ANGELINA COUNTY,3902,HUDSON ISD,22200,LSSP/PSYCHOLOGIST,1.00,58058.00,58058.00
7,ANGELINA COUNTY,3902,HUDSON ISD,22800,OTHR NON-INSTR DISTRICT,5.83,317097.00,54404.00
7,ANGELINA COUNTY,3902,HUDSON ISD,23500,SCHOOL NURSE,4.00,126899.00,31725.00
7,ANGELINA COUNTY,3902,HUDSON ISD,23600,SOCIAL WORKER,3.00,168099.00,56033.00
7,ANGELINA COUNTY,3902,HUDSON ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,2.00,108290.00,54145.00
7,ANGELINA COUNTY,3902,HUDSON ISD,24400,TEACHER FACILITATOR,2.00,138204.00,69102.00
7,ANGELINA COUNTY,3902,HUDSON ISD,29998,TOTAL SUPPORT STAFF,31.83,1719398.00,54021.00
7,ANGELINA COUNTY,3902,HUDSON ISD,30200,ASSISTANT PRINCIPAL,7.00,426398.00,60914.00
7,ANGELINA COUNTY,3902,HUDSON ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,96372.00,96372.00
7,ANGELINA COUNTY,3902,HUDSON ISD,30500,ATHLETIC DIRECTOR,1.00,77750.00,77750.00
7,ANGELINA COUNTY,3902,HUDSON ISD,30800,BUSINESS MANAGER,1.00,88900.00,88900.00
7,ANGELINA COUNTY,3902,HUDSON ISD,31600,DIST INSTR PGM DIR OR EXC DIR,2.00,146400.00,73200.00
7,ANGELINA COUNTY,3902,HUDSON ISD,33100,PRINCIPAL,4.08,325272.00,79659.00
7,ANGELINA COUNTY,3902,HUDSON ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,160000.00,160000.00
7,ANGELINA COUNTY,3902,HUDSON ISD,39998,TOTAL ADMINISTRATIVE STAFF,17.08,1321092.00,77332.00
7,ANGELINA COUNTY,3902,HUDSON ISD,39999,TOTAL PROFESSIONAL STAFF,242.78,12000749.00,49430.00
7,ANGELINA COUNTY,3902,HUDSON ISD,41700,EDUCATIONAL AIDE,16.51,250790.00,15191.00
7,ANGELINA COUNTY,3902,HUDSON ISD,49998,TOTAL PARAPROFESSIONAL STAFF,16.51,250790.00,15191.00
7,ANGELINA COUNTY,3902,HUDSON ISD,50000,AUXILIARY,139.69,2981309.00,21343.00
7,ANGELINA COUNTY,3902,HUDSON ISD,99999,TOTAL PERSONNEL,398.98,15232848.00,38180.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10002,PRE-KINDERGARTEN,32.49,1425445.00,43875.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10003,KINDERGARTEN,36.31,1591288.00,43822.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10006,ELEMENTARY (GRADES 1-6),20.32,935391.00,46028.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),8.28,386907.00,46710.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10009,ALL GRADE LEVELS,30.22,1447415.00,47897.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10012,GRADE 1,36.12,1646395.00,45586.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10013,GRADE 2,37.55,1744362.00,46450.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10014,GRADE 3,40.30,1797999.00,44619.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10015,GRADE 4,36.19,1589800.00,43925.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10016,GRADE 5,36.15,1627611.00,45023.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10017,GRADE 6,37.54,1714583.00,45672.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10018,GRADE 7,32.73,1515622.00,46314.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10019,GRADE 8,30.09,1398699.00,46482.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,10020,GRADES 9-12,175.74,8235932.00,46865.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,19998,TOTAL TEACHING STAFF,590.03,27057449.00,45858.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,20600,ATHLETIC TRAINER,0.08,3316.00,42296.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,21300,COUNSELOR,20.79,1113462.00,53569.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,21400,DEPARTMENT HEAD,0.81,36259.00,44764.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,21800,EDUCATIONAL DIAGNOSTICIAN,8.00,437691.00,54711.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,22100,LIBRARIAN,6.61,348029.00,52675.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,22200,LSSP/PSYCHOLOGIST,1.00,48589.00,48589.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,22600,OTHER CAMP PROF PERSONNEL,19.38,1072363.00,55329.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,22800,OTHR NON-INSTR DISTRICT,14.14,914292.00,64652.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,23200,PSYCHOLOGICAL ASSOCIATE,1.00,47752.00,47752.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,23500,SCHOOL NURSE,11.09,458722.00,41360.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,23600,SOCIAL WORKER,3.00,157975.00,52658.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,5.00,282390.00,56478.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,24700,WORK-BASED LEARNING SITE COOR,0.18,9475.00,53081.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,29998,TOTAL SUPPORT STAFF,91.07,4930315.00,54135.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,30200,ASSISTANT PRINCIPAL,17.87,1106918.00,61946.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,2.00,230750.00,115375.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,30500,ATHLETIC DIRECTOR,0.25,25625.00,102500.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,30800,BUSINESS MANAGER,1.00,98880.00,98880.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,31500,DIR -PERSONNEL/HUMAN RESOURCES,1.00,56000.00,56000.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,31600,DIST INSTR PGM DIR OR EXC DIR,15.39,1038656.00,67476.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,33100,PRINCIPAL,15.00,1141738.00,76116.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,178483.00,178483.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,39998,TOTAL ADMINISTRATIVE STAFF,53.51,3877050.00,72452.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,39999,TOTAL PROFESSIONAL STAFF,734.62,35864814.00,48821.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,40900,CERTIFIED INTERPRETER,2.00,40037.00,20019.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,41700,EDUCATIONAL AIDE,145.59,2360931.00,16217.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,49998,TOTAL PARAPROFESSIONAL STAFF,147.59,2400968.00,16268.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,50000,AUXILIARY,357.79,8568428.00,23948.00
7,ANGELINA COUNTY,3903,LUFKIN ISD,99999,TOTAL PERSONNEL,1239.99,46834210.00,37770.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10002,PRE-KINDERGARTEN,1.00,49220.00,49220.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10003,KINDERGARTEN,6.98,344216.00,49284.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10006,ELEMENTARY (GRADES 1-6),4.32,207944.00,48137.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),2.33,96672.00,41474.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10009,ALL GRADE LEVELS,21.44,933584.00,43553.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10012,GRADE 1,6.48,305698.00,47160.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10013,GRADE 2,6.52,253176.00,38838.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10014,GRADE 3,6.56,305312.00,46511.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10015,GRADE 4,5.32,190666.00,35868.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10016,GRADE 5,6.39,310627.00,48583.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10017,GRADE 6,7.04,287040.00,40777.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10018,GRADE 7,5.79,266018.00,45970.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10019,GRADE 8,5.45,237993.00,43705.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,10020,GRADES 9-12,35.07,1636463.00,46665.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,19998,TOTAL TEACHING STAFF,120.68,5424629.00,44949.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,21300,COUNSELOR,4.45,249427.00,56096.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,21800,EDUCATIONAL DIAGNOSTICIAN,2.00,101250.00,50625.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,22100,LIBRARIAN,0.07,4196.00,58603.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,22200,LSSP/PSYCHOLOGIST,1.00,48500.00,48500.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,22400,OCCUPATIONAL THERAPIST,1.00,66500.00,66500.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,22600,OTHER CAMP PROF PERSONNEL,1.00,71000.00,71000.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,22800,OTHR NON-INSTR DISTRICT,11.00,518150.00,47105.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,23500,SCHOOL NURSE,3.00,137310.00,45770.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,1.00,49500.00,49500.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,24700,WORK-BASED LEARNING SITE COOR,0.50,24485.00,48970.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,29998,TOTAL SUPPORT STAFF,25.02,1270318.00,50776.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,30200,ASSISTANT PRINCIPAL,3.45,204677.00,59389.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,100000.00,100000.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,30500,ATHLETIC DIRECTOR,0.86,53222.00,62088.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,30800,BUSINESS MANAGER,1.00,100000.00,100000.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,66500.00,66500.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,33100,PRINCIPAL,5.00,375000.00,75000.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,115000.00,115000.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,39998,TOTAL ADMINISTRATIVE STAFF,13.30,1014399.00,76250.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,39999,TOTAL PROFESSIONAL STAFF,159.01,7709346.00,48484.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,41700,EDUCATIONAL AIDE,22.28,424732.00,19061.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,49998,TOTAL PARAPROFESSIONAL STAFF,22.28,424732.00,19061.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,50000,AUXILIARY,65.91,1570069.00,23821.00
7,ANGELINA COUNTY,3904,HUNTINGTON ISD,99999,TOTAL PERSONNEL,247.20,9704147.00,39256.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10002,PRE-KINDERGARTEN,9.90,400774.00,40467.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10003,KINDERGARTEN,8.00,354801.00,44350.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10006,ELEMENTARY (GRADES 1-6),1.95,92413.00,47445.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),2.32,98635.00,42590.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10009,ALL GRADE LEVELS,14.86,688551.00,46328.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10011,NOT APPLICABLE,0.22,9444.00,43202.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10012,GRADE 1,8.18,358602.00,43850.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10013,GRADE 2,9.30,415892.00,44708.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10014,GRADE 3,8.32,395647.00,47545.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10015,GRADE 4,10.78,477717.00,44302.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10016,GRADE 5,9.50,421222.00,44317.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10017,GRADE 6,4.84,211663.00,43695.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10018,GRADE 7,8.89,394079.00,44318.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10019,GRADE 8,7.59,329959.00,43476.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,10020,GRADES 9-12,43.13,2093189.00,48536.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,19998,TOTAL TEACHING STAFF,147.79,6742588.00,45623.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,21300,COUNSELOR,6.00,323537.00,53923.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,21800,EDUCATIONAL DIAGNOSTICIAN,1.00,53288.00,53288.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,22100,LIBRARIAN,2.18,119597.00,54841.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,22600,OTHER CAMP PROF PERSONNEL,2.14,114559.00,53460.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,22800,OTHR NON-INSTR DISTRICT,2.00,119301.00,59651.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,23500,SCHOOL NURSE,2.14,69270.00,32398.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,1.00,52291.00,52291.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,24400,TEACHER FACILITATOR,1.00,61280.00,61280.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,29998,TOTAL SUPPORT STAFF,17.46,913123.00,52293.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,30200,ASSISTANT PRINCIPAL,5.00,317828.00,63566.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,30800,BUSINESS MANAGER,1.00,75000.00,75000.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,79357.00,79357.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,33100,PRINCIPAL,5.00,355884.00,71177.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,122325.00,122325.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,39998,TOTAL ADMINISTRATIVE STAFF,13.00,950394.00,73107.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,39999,TOTAL PROFESSIONAL STAFF,178.25,8606105.00,48281.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,41700,EDUCATIONAL AIDE,22.26,448770.00,20160.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,49998,TOTAL PARAPROFESSIONAL STAFF,22.26,448770.00,20160.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,50000,AUXILIARY,88.90,2011413.00,22624.00
7,ANGELINA COUNTY,3905,DIBOLL ISD,99999,TOTAL PERSONNEL,289.42,11066288.00,38237.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10002,PRE-KINDERGARTEN,1.00,44350.00,44350.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10003,KINDERGARTEN,2.00,79400.00,39700.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10005,KINDERGARTEN/ELEMENTARY (K-6),0.06,2160.00,37828.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10006,ELEMENTARY (GRADES 1-6),0.94,41649.00,44242.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.87,43661.00,49933.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10009,ALL GRADE LEVELS,6.18,277350.00,44851.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10012,GRADE 1,1.73,76425.00,44090.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10013,GRADE 2,1.84,83893.00,45485.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10014,GRADE 3,1.83,88027.00,48144.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10015,GRADE 4,1.96,80294.00,40991.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10016,GRADE 5,1.74,74183.00,42612.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10017,GRADE 6,2.12,98025.00,46175.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10018,GRADE 7,1.84,91694.00,49734.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10019,GRADE 8,1.85,97389.00,52757.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,10020,GRADES 9-12,11.14,497683.00,44691.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,19998,TOTAL TEACHING STAFF,37.11,1676183.00,45166.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,21300,COUNSELOR,0.68,31647.00,46636.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,22100,LIBRARIAN,0.94,35656.00,37819.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,22800,OTHR NON-INSTR DISTRICT,3.00,122770.00,40923.00
7,ANGELINA COUNTY,3906,ZAVALLA ISD,23500,SCHOOL NURSE,1.00,24696.00,24696.00
